property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
3 Bhk Apartment For Sale In Jahangirabad Surat,Super Area,1800 sqft,New Property,Poss. By Mar '26,6 Out Of 14,Unfurnished,East,"This Luxurious Yet Affordable 3 Bhk Flat Is Uniquely Positioned At The Corner Of Two Main Roads, Offering Excellent Visibility And Accessibility. The Standout Feature Is Its Spacious Deck Balcony, Providing Ample Outdoor Space For Relaxation And Entertainment. Enjoy The Perfect Combination Of Luxury, Affordability, And Convenience In This Welldesigned Residence.Read More",3300.0,₹59.4 Lac 
2 Bhk Apartment For Sale In Dumas Road Surat,Super Area,1345 sqft,New Property,Poss. By Mar '25,6 Out Of 12,Unfurnished,South -West,2 Bhk Luxurious Flat For Sell In Dummas Road With All Luxurious Aminities.Read More,4500.0,₹60.5 Lac 
Plot/Land For Sale In Jahangirabad Surat,Plot Area,900 sqft,Congo,Freehold,Resale,2,12 M,Not Available,10556.0,₹95 Lac 
3 Bhk Villa For Sale In Dindoli Surat,Carpet Area,1520 sqft,Unfurnished,Poss. By Aug '24,New Property,East,"Garden/Park, Main Road",Elevation,4697.5,₹58 Lac 
"3 Bhk Apartment For Sale In Veer Swastik Sky, Pal Surat",Super Area,1881 sqft,New Property,Poss. By Apr '25,7 Out Of 13,Unfurnished,South -West,3 And 4 Bhk Luxurious Flat For Sell In Pal Prime Location With All Aminities .Read More,4575.0,₹86.1 Lac 
"3 Bhk Apartment For Sale In Shree Mega Royal, Adajan Surat",Super Area,1755 sqft,Resale,Ready To Move,3 Out Of 12,Unfurnished,East,Center Of City Best Location And Best Project,5698.0,₹100 Lac 
3 Bhk Apartment For Sale In Pal Surat,Carpet Area,950 sqft,New Property,Poss. By Dec '24,4 Out Of 14,Unfurnished,East,"This Is Ready To Go Up A Notch In Sophistication As You Quench Your Desire For All Things Unique With Amenities Like Earth Quake Standards Structural Design, Power Backup, Special Take In Construction And Ample Light In Day Time. With Easy Access To The All Transports Means, This Is Strictly For Those Who Want To Live It Up. This Multi Storied Building With Its Exclusive Apartments Is The Perfect Home And Business Place For The Choicest Few In The Name Of Shiva.Read More",3999.0,₹61.7 Lac 
3 Bhk Apartment For Sale In Jahangirabad Surat,Carpet Area,1021 sqft,New Property,Poss. By Jul '25,3 Out Of 3,Unfurnished,East,"For Those Looking To Buy A Residential Property, Here Comes One Of The Choicest Offerings In Surat, At Jahangirabad. This Is Among The Newest Addresses For Homebuyers. This Is An Underconstruction Project Right Now, And Is Expected To Be Delivered By Jul, 2025. It Has A Variety Of Options To Choose From That Too In A Varied Budget Range.Read More",3800.0,₹70.6 Lac 
3 Bhk Apartment For Sale In Pal Surat,Super Area,1900 sqft,Unfurnished,7 Out Of 13,New Property,East,"Garden/Park, Main Road","No Brokerage On This Property, All Flats Are Garden Or Road Facing, An Excellent Residential Project Situated At A Prime Location Of Pal, Attractive Payment Terms Available. For More Details Feel Free To Contact Usread More",4550.0,₹86.5 Lac 
"3 Bhk Apartment For Sale In Madhav Opulence, Pal Surat",Super Area,1891 sqft,New Property,Poss. By Sep '24,5 Out Of 13,Unfurnished,North - East,"Located In The Popular Residential Address Of Pal, Surat, Madhav Opulencepal Is One Of The Most Preferred Destination For Apartments In Surat. This 3 Bhk Flat Is Your Ticket To Be A Part Of This Community. Containing 3 Bedrooms, 3 Bathrooms And 1 Balcony, This Flat Is Spread Over A Super Built Up Area Of 1891 Sq.Ft. This Flat Is Situated On The 5Th Floor Of This 13 Floors Tall Residential Building. Moreover, The Flat Is Currently Under Construction And Possession Is Expected By May 2024.Read More",4750.0,₹89.8 Lac 
"2 Bhk Apartment For Sale In Nakshatra Galaxia, Palanpur Surat",Carpet Area,951 sqft,Resale,Ready To Move,15 Out Of 15,Unfurnished,South -West,No Rate Extended Of Registrations Charges,3846.0,₹51 Lac 
3 Bhk  House For Sale In Dindoli Surat,Carpet Area,1600 sqft,New Property,Ready To Move,Ground Out Of 2,Unfurnished,North - East,"Residential House Is Available For Sale. It Has Carpet Area 1600 Sq-Ft, It Is 3 Bhk House, Has Total 2 Floor Facing North-East Direction.Read More",4697.5,₹58 Lac 
3 Bhk Apartment For Sale In Peak Living Surat,Super Area,1994 sqft,Resale,Ready To Move,5 Out Of 14,Unfurnished,South -West,South West Direction Flatreasonable Price And Very Easy Payment Schedule2Cars Allotted Parkingmain Road Location Flatno Commercialread More,4444.0,₹88.6 Lac 
3 Bhk Apartment For Sale In Bamroli Surat,Carpet Area,930 sqft,Unfurnished,Ready To Move,New Property,East,Main Road,Beautifully Constructed 3 Bhk Flat In Althan,4100.0,₹67.8 Lac 
3 Bhk Apartment For Sale In Althan Surat,Super Area,1757 sqft,New Property,Poss. By Aug '24,6 Out Of 13,Unfurnished,East,3 Bhk Luxurious Flat For Sell In New Althan Area With All Aminities .Read More,3682.0,₹64.7 Lac 
"3 Bhk Apartment For Sale In Swapnabhoomi, Vesu Surat",Super Area,1962 sqft,New Property,Ready To Move,10 Out Of 13,Unfurnished,East,"This Enchanting Piece Of Architectural Excellence Spread In The Massive Expanse Of 1,29,532.9 Sq.Ft. Has Been Christened As Swapnabhoomi  3 Bhk Spaces Contained In 13 Storey 8 Magnificent Towers And 1962  2152 Sq.Ft. Offering Glimpses Of Exquisite Life.  A Lifestyle Promising Fine Amalgamation Of Class, Convenience And Comfort Is Located At Vesu And Is Securely Connected With All The Major Landmarks Of The City.Read More",5097.0,₹1 Cr 
"3 Bhk Apartment For Sale In Raghuvir Spectrum, Vesu Surat",Super Area,1775 sqft,New Property,Ready To Move,5 Out Of 14,Unfurnished,South -West,"Project Is Well Planned In This Small Sq Ft With All The Amenities Inside The Campus , Developing Location Of Vesu Area.Read More",5100.0,₹90.5 Lac 
"Shop For Sale In Aagam Vivianna, Vesu Surat",Carpet Area,200 sqft,Resale,Ready To Move,Ground Out Of 4,1 Open,Unknown,Aagam Vivianna Is Premium Mall Of Vesu Area. It Has More Than 200 Shops And Average Footfall Is 7000 Per Day. It Also Has Multiplex Theatre.Proposed Shop Is 400 Sq.Ft And Has Strategic Location In The Mall.Read More,14500.0,₹58 Lac 
"3 Bhk Apartment For Sale In Eco Parkside, Bhimrad Surat",Carpet Area,943 sqft,Resale,Poss. By Jul '24,6 Out Of 13,Unfurnished,East,This Appartment Is Naturs Address 4 Side Open Project Lovely Campus And Environmentalpeacefull Locationeverything Is Includeddastavejsale Deedstamp Duty All Expanses Are Included...Read More,4898.0,₹84 Lac 
"3 Bhk Apartment For Sale In Divine Desire, Palanpur Surat",Carpet Area,961 sqft,Resale,Ready To Move,5 Out Of 14,Unfurnished,East,Road View Property,4100.0,₹67.9 Lac 
3 Bhk Apartment For Sale In Godadara Surat,Super Area,1850 sqft,Resale,Ready To Move,10 Out Of 12,Unfurnished,East,Godadara Near Midas Square Comlex Main Road,5135.0,₹95 Lac 
3 Bhk Apartment For Sale In Palanpur Surat,Carpet Area,960 sqft,New Property,Ready To Move,6 Out Of 13,Unfurnished,East,Fire Station Palanpor Gam New Gaurav Path Road,4500.0,₹72 Lac 
3 Bhk Apartment For Sale In Adajan Surat,Super Area,1650 sqft,New Property,Ready To Move,13 Out Of 14,Unfurnished,North,Not Available,3818.0,₹63 Lac 
3 Bhk Apartment For Sale In Pal Surat,Super Area,1811 sqft,New Property,Poss. By Mar '25,6 Out Of 13,Unfurnished,East,Not Available,4751.0,₹86 Lac 
"2 Bhk Apartment For Sale In Swagat Clifton, Bhimrad Surat",Super Area,1252 sqft,Resale,Ready To Move,5 Out Of 14,Unfurnished,East,Swagat Clifton,4073.0,₹51 Lac 
"2 Bhk Apartment For Sale In Vaishnodevi Amour Jahagirabad, Jahangirabad Surat",Super Area,1258 sqft,New Property,Ready To Move,8 Out Of 13,Furnished,East,"2 Bhk Fully Furnished Flat On Salenew Construction And Ready To Move Propertyfully Furnished With Electronicsmain Road Propertyprime Locationnear By Mall, School, Collage, Super Storeeverything Is Near By Walking Distance Call Us For More Details And Visitread More",4102.0,₹51.6 Lac 
1 Bhk Villa For Sale In Palanpur Surat,Super Area,72 sqyrd,Unfurnished,Ready To Move,Resale,East,"Garden/Park, Main Road",1 Bhk Row House For Sell In Palanpur Area .,10031.0,₹65 Lac 
Plot/Land For Sale In Dandi Road Surat,Plot Area,990 sqft,5,Freehold,Resale,2,20 M,Not Available,6869.0,₹68 Lac 
"3 Bhk Apartment For Sale In Shubham Pearl, Palanpur Surat",Super Area,1775 sqft,New Property,Poss. By Jun '25,5 Out Of 13,Unfurnished,East,4 Bhk Luxurious,3803.0,₹67.5 Lac 
"3 Bhk Apartment For Sale In Gothic Heritage, Pal Gam Surat",Super Area,1660 sqft,Resale,Ready To Move,9 Out Of 13,Semi-Furnished,East,Not Available,3614.0,₹60 Lac 
3 Bhk  House For Sale In Pal Gam Surat,Super Area,78 sqyrd,Resale,Ready To Move,1 Out Of 1,Furnished,West,"Fixed Furnished House For Sell In Pal Area::::Ground Floor One Room, Hall, Kitchen, Wash Area And First Floor Two Master Bedroom, Storeroom, Passage, Single Gate Societyread More",13533.0,₹95 Lac 
3 Bhk Apartment For Sale In Anand Mahal Road Surat,Super Area,1820 sqft,Resale,Ready To Move,7 Out Of 7,Furnished,East,Not Available,3846.0,₹70 Lac 
2 Bhk Apartment For Sale In Palanpur Surat,Carpet Area,650 sqft,New Property,Ready To Move,5 Out Of 13,Unfurnished,East,"Good Location Flat On Palanpur Gauravpath Road, New Ready Possession Building.Read More",4365.0,₹52.5 Lac 
3 Bhk Apartment For Sale In Althan Surat,Carpet Area,1037 sqft,New Property,Ready To Move,5 Out Of 13,Unfurnished,North - East,"Luxurious 3 Bhk Flat For Sell In Althan, Near Metro Station",4090.0,₹77.1 Lac 
"2 Bhk Apartment For Sale In The Ultima, Vesu Surat",Super Area,1300 sqft,New Property,Ready To Move,5 Out Of 13,Unfurnished,East,"The Beautifully 2Bhk Designed Granite Flooring Enhances The Beauty Of The Flat. Moreover, This Property Offers Close Proximity To Important Landmarks Such As Close To Mall, , And Close To School. Many Of The Modern Amenities Being Offered, Like Swimming Pool, Cctv Surveillance, Club House  Community Center, Fitness Centre  Gym, Park, Lifts, Maintenance Staff And Visitor Parking, Will Provide A Pleasant Living Experience For You. This Residential Project Ensures A 247 Water Supply For Its Residents.Read More",4800.0,₹62.4 Lac 
"3 Bhk Apartment For Sale In Vesu Point, Vesu Surat",Carpet Area,970 sqft,Resale,Ready To Move,6 Out Of 12,Furnished,East,"Property Is Available In Prime Location. Road Touch Property. All Basic Requirement Like Market, Malls, Schools, Hospitals, Airport, Cinemas Etc, Are Available Near By The Project. This Will Become Your Right Choice.Read More",5538.0,₹90 Lac 
"2 Bhk Apartment For Sale In Orchid Gardenia, Palanpur Surat",Super Area,1180 sqft,Resale,Ready To Move,9 Out Of 13,Furnished,East,Best For Jain Locality.,5000.0,₹59 Lac 
2 Bhk Apartment For Sale In Althan Surat,Super Area,1280 sqft,New Property,Poss. By Oct '25,6 Out Of 12,Unfurnished,East,2 Bhk Luxurious Flat For Sell In Althan Prime Area With All Aminities .Read More,3977.0,₹50.9 Lac 
"2 Bhk Apartment For Sale In Veer Swastik Heights, Pal Surat",Super Area,1275 sqft,New Property,Ready To Move,11 Out Of 13,Unfurnished,East,"This Is 2 Bhk Semi Furnished Flat. Bed,Wardrobe, Kitchen Cupboards  Light, Fan.Read More",4314.0,₹55 Lac 
"3 Bhk Apartment For Sale In Shiv Samarth Ii, Pal Surat",Carpet Area,911 sqft,New Property,Ready To Move,8 Out Of 15,Unfurnished,East,This Is 3 Bhk Flat For Sale. All Basic Amenities Are Available Hereread More,4162.0,₹75 Lac 
"3 Bhk Apartment For Sale In Shikhar Heights, Althan Surat",Super Area,1725 sqft,New Property,Ready To Move,11 Out Of 13,Furnished,South - East,Luxurious Flat For Sell With All Luxurious Aminities .More Details Please Contact.Read More,4928.0,₹85 Lac 
"2 Bhk Apartment For Sale In Ratna Shyam Residency, Althan Surat",Super Area,1350 sqft,Resale,Ready To Move,8 Out Of 11,Furnished,South -West,Not Available,4593.0,₹62 Lac 
3 Bhk Apartment For Sale In Bhavyaraj Florida Surat,Carpet Area,1006 sqft,Resale,Poss. By Jan '25,6 Out Of 14,Unfurnished,East,Not Available,4050.0,₹74.1 Lac 
3 Bhk Apartment For Sale In Pal Gam Surat,Super Area,1649 sqft,New Property,Poss. By May '25,5 Out Of 13,Unfurnished,East,"This Affordable 3 Bhk Flat Is Situated Along A 200Foot Road, Ensuring Easy Access And Connectivity. Enjoy The Convenience Of A Prime Location At A Budgetfriendly Price.Read More",3400.0,₹56.1 Lac 
2 Bhk Apartment For Sale In Dumas Road Surat,Super Area,1290 sqft,New Property,Poss. By Mar '25,6 Out Of 12,Unfurnished,South -West,2 Bhk Luxurious Flat For Sell In Dummas Road With All Luxurious Aminities.Read More,4500.0,₹58.1 Lac 
Plot/Land For Sale In Jahangirabad Surat,Plot Area,810 sqft,Congo,Freehold,Resale,2,15 M,Not Available,11111.0,₹90 Lac 
4 Bhk Villa For Sale In Dindoli Surat,Carpet Area,2052 sqft,Unfurnished,Poss. By Oct '24,New Property,East,Main Road,Location,4697.5,₹71.5 Lac 
"3 Bhk Apartment For Sale In Shilalekh Imperia, Pal Surat",Super Area,1745 sqft,New Property,Poss. By Apr '25,6 Out Of 13,Unfurnished,South -West,2 And 3 Bhk Luxurious Flat For Sell In Pal Prime Area With All Aminities.Read More,4551.0,₹79.4 Lac 
2 Bhk Apartment For Sale In Pal Surat,Carpet Area,720 sqft,New Property,Poss. By Feb '25,4 Out Of 14,Unfurnished,East,"With A Pristine Aura Of Simplicity, Santvan Excella Is Meant To Transform The Way You Live. From Quality To The Infrastructure, Theres Class In All.Read More",4400.0,₹58.7 Lac 
2 Bhk Apartment For Sale In Palanpur Surat,Carpet Area,723 sqft,New Property,Poss. By May '25,6 Out Of 12,Unfurnished,East,"Luxurious Flat For Sell In Palanpur Prime Area With All Aminities.This Project Ensures A Coveted Lifestyle And Offers A Convenient Living. It Offers Facilities Such As Gymnasium, Ro Water System, Power Backup. For Families With Kids, There Is Childrens Play Area, Nearby Apart From Swimming Pool. Sports Enthusiasts Can Also Make The Most Of Volleyball Court, Skating Rink, Basketball Court, Badminton Court, Cycling  Jogging Track. The Property Is Equipped With Fire Sprinklers. There Is 24X7 Security. It Is A Gated Community.Read More",3954.0,₹52 Lac 
2 Bhk Apartment For Sale In Palanpur Surat,Super Area,1311 sqft,Unfurnished,5 Out Of 13,New Property,East,Garden/Park,"No Brokerage On This Property. This Is A Luxurious High Rise Apartment Situated In Palanpor, The Building Has The Facilities Available Like Garden, Children Play Area, Sitting Area, Big Club House, Allotted Car Parking Etc.Read More",4251.0,₹55.7 Lac 
"3 Bhk Apartment For Sale In Serenity Homes, Pal Surat",Super Area,1850 sqft,New Property,Poss. By Sep '25,5 Out Of 13,Unfurnished,East,"A Beautiful 3 Bhk Apartment In Pal, Surat. The Property Is A Part Of Serenity Homes. It Is A New Property In A Promising Locality. This Well It Is Located On The 1St Floor. The Property Ownership Is Freehold Type And Has A Super Builtup Area Of 1850. Ft. The Price Of The Property Is Estimated At Rs. And Per Unit Area Cost Is At Rs. 4651Per Sq. Ft. The Apartment Is New Construction.Read More",4651.0,₹86 Lac 
"3 Bhk Apartment For Sale In Nakshatra Galaxia, Palanpur Surat",Carpet Area,1225 sqft,Resale,Ready To Move,5 Out Of 15,Unfurnished,South -West,No Extension Charges Of Registrations,3716.0,₹69 Lac 
3 Bhk  House For Sale In Dindoli Surat,Carpet Area,2000 sqft,Unfurnished,Ready To Move,New Property,North - East,"Garden/Park, Main Road",Near G9  Independent House,4697.5,₹65 Lac 
3 Bhk Apartment For Sale In Althan Surat,Super Area,1777 sqft,Resale,Poss. By Aug '24,13 Out Of 14,Unfurnished,East,"2 Road Corner Project, Only 56Flats In The Campus.",4240.0,₹75.4 Lac 
4 Bhk Apartment For Sale In Bamroli Surat,Carpet Area,1255 sqft,Unfurnished,Ready To Move,New Property,East,Main Road,Beautifully Constructed 2 Bhk Flat In Althan,4100.0,₹93.6 Lac 
2 Bhk Apartment For Sale In Pal Surat,Carpet Area,707 sqft,New Property,Poss. By Dec '24,5 Out Of 14,Unfurnished,South -West,New Project In Pal2Bhk 1285 Sqft3Bhk 1745 Sqftwith Dack Balcony.All Modern Amenities...Read More,4475.0,₹57.5 Lac 
"2 Bhk Apartment For Sale In Raghuvir Sheron, Vesu Surat",Super Area,1361 sqft,New Property,Poss. By Dec '25,5 Out Of 13,Unfurnished,South -West,"One The Most Prominent Location Of Vesu Sarsana, Opp To Surat Daimond Bourse And Very Near To Upcoming Metro Station, Very Good Investment Opportunity, With All The Amenities Inside The Project .Read More",5143.0,₹70 Lac 
"2 Bhk Apartment For Sale In Raghuvir Spectrum, Vesu Surat",Super Area,1625 sqft,New Property,Ready To Move,14 Out Of 14,Unfurnished,North,"Raghuvir Spectrum Is A Premium Project By Raghuvir Builders. It Is Located At The Fasted Developing Area Of Vesu. The Project Has Special 2Bhk With Open Terrace With Spacious Living Room And 2 Bedrooms. It Also Has 3 Bathrooms For Comfortable Living. It Also Has Amentias Such As Landscape Party Lawn, Gazebo, Amphitheatre And Deck Sitting.Read More",5100.0,₹82.9 Lac 
"2 Bhk Apartment For Sale In Raghuvir Sheron, Vesu Surat",Super Area,1361 sqft,New Property,Poss. By Oct '25,5 Out Of 13,Unfurnished,North - East,"Lavish 2 Bhk Appartment For Sell In Vesu , Nice And Superb Elivation Of Building.Luxurious Enrty For Appartment. Good Localityread More",5511.0,₹75 Lac 
"3 Bhk Apartment For Sale In Suryam Square, Palanpur Surat",Carpet Area,790 sqft,New Property,Ready To Move,8 Out Of 12,Unfurnished,East,All Flat Road Location,4697.5,Call for Price
3 Bhk Apartment For Sale In Godadara Surat,Super Area,1948 sqft,New Property,Poss. By Jan '25,5 Out Of 13,Unfurnished,East,Godadara Area Near Raj Icon Main Road Buliding,3500.0,₹68.2 Lac 
3 Bhk Apartment For Sale In Palanpur Surat,Carpet Area,960 sqft,New Property,Ready To Move,6 Out Of 13,Unfurnished,East,Fire Station Palanpor Gam New Gaurav Path Road,3851.0,₹61.6 Lac 
4 Bhk Apartment For Sale In Adajan Surat,Carpet Area,1600 sqft,Resale,Ready To Move,9 Out Of 10,Unfurnished,East,Not Available,2831.0,₹83.5 Lac 
"3 Bhk Apartment For Sale In Santvan Seron, Palanpur Surat",Super Area,1861 sqft,New Property,Poss. By Aug '24,6 Out Of 13,Unfurnished,East,Not Available,4281.0,₹79.7 Lac 
"3 Bhk Apartment For Sale In Happy Elegance, Vesu Surat",Super Area,1643 sqft,Resale,Ready To Move,11 Out Of 13,Unfurnished,East,Happy Elegance,5500.0,₹90.4 Lac 
2 Bhk Apartment For Sale In Palanpur Surat,Super Area,1159 sqft,Resale,Ready To Move,6 Out Of 13,Unfurnished,East,2 Bhk Fully Furnished Flat For Sell In Palanpur Prime Area With All Aminities .Read More,4745.0,₹55 Lac 
